date,month,year,city,latitude,longitude,customer_id,gender,customer_type,payment_method,hardware's_name,hardware's_category,cost_per_item,price_per_item,profit_per_item,order_quantity,order_price,order_profit
12/30/2022,December,2022,Jakarta,6.2,106.816666,cust - 0024,Female,Normal,Cash,Flashdisk 64 GB,Memory Hardware,336000,386400,50400,16,6182400,806400
12/13/2022,December,2022,Jakarta,6.2,106.816666,cust - 2641,Female,Normal,Credit Card,Flashdisk 64 GB,Memory Hardware,336000,386400,50400,16,6182400,806400
1/10/2023,January,2023,Jakarta,6.2,106.816666,cust - 0035,Male,Subscriber,Credit Card,Flashdisk 64 GB,Memory Hardware,336000,386400,50400,13,5023200,655200
7/14/2022,July,2022,Jakarta,6.2,106.816666,cust - 2442,Male,Normal,E-Wallet,Flashdisk 64 GB,Memory Hardware,336000,386400,50400,15,5796000,756000
2/10/2022,February,2022,Jakarta,6.2,106.816666,cust - 1497,Female,Normal,E-Wallet,Flashdisk 64 GB,Memory Hardware,336000,386400,50400,15,5796000,756000
5/23/2022,May,2022,Jakarta,6.2,106.816666,cust - 2764,Female,Subscriber,E-Wallet,Flashdisk 64 GB,Memory Hardware,336000,386400,50400,9,3477600,453600
9/5/2022,September,2022,Jakarta,6.2,106.816666,cust - 2208,Male,Normal,E-Wallet,Flashdisk 64 GB,Memory Hardware,336000,386400,50400,8,3091200,403200
12/12/2022,December,2022,Jakarta,6.2,106.816666,cust - 1557,Male,Subscriber,E-Wallet,Flashdisk 64 GB,Memory Hardware,336000,386400,50400,8,3091200,403200
5/6/2023,May,2023,Jakarta,6.2,106.816666,cust - 1003,Female,Normal,E-Wallet,Flashdisk 64 GB,Memory Hardware,336000,386400,50400,16,6182400,806400
5/7/2023,May,2023,Jakarta,6.2,106.816666,cust - 0588,Male,Normal,E-Wallet,Flashdisk 64 GB,Memory Hardware,336000,386400,50400,16,6182400,806400
6/19/2022,June,2022,Jakarta,6.2,106.816666,cust - 0078,Male,Normal,M-Banking,Flashdisk 64 GB,Memory Hardware,336000,386400,50400,14,5409600,705600
9/16/2022,September,2022,Jakarta,6.2,106.816666,cust - 0375,Male,Normal,Cash,Flashdisk 64 GB,Memory Hardware,336000,386400,50400,15,5796000,756000
5/27/2022,May,2022,Jakarta,6.2,106.816666,cust - 0745,Female,Normal,Cash,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,12,966000,126000
9/20/2022,September,2022,Jakarta,6.2,106.816666,cust - 1997,Female,Normal,Cash,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,16,1288000,168000
3/14/2023,March,2023,Jakarta,6.2,106.816666,cust - 1665,Male,Subscriber,Cash,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,10,805000,105000
3/29/2023,March,2023,Jakarta,6.2,106.816666,cust - 3012,Male,Subscriber,Cash,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,14,1127000,147000
6/16/2023,June,2023,Jakarta,6.2,106.816666,cust - 2759,Female,Subscriber,Cash,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,9,724500,94500
5/27/2022,May,2022,Jakarta,6.2,106.816666,cust - 1700,Male,Normal,Cash,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,15,1207500,157500
3/20/2023,March,2023,Jakarta,6.2,106.816666,cust - 0745,Female,Normal,Cash,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,14,1127000,147000
6/26/2022,June,2022,Jakarta,6.2,106.816666,cust - 0669,Male,Subscriber,Credit Card,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,13,1046500,136500
9/5/2022,September,2022,Jakarta,6.2,106.816666,cust - 1818,Male,Normal,Credit Card,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,14,1127000,147000
11/14/2022,November,2022,Jakarta,6.2,106.816666,cust - 2174,Female,Subscriber,Credit Card,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,8,644000,84000
7/19/2022,July,2022,Jakarta,6.2,106.816666,cust - 0261,Male,Normal,E-Wallet,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,9,724500,94500
10/5/2022,October,2022,Jakarta,6.2,106.816666,cust - 1362,Male,Normal,E-Wallet,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,16,1288000,168000
3/21/2022,March,2022,Jakarta,6.2,106.816666,cust - 0381,Male,Normal,E-Wallet,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,14,1127000,147000
4/15/2022,April,2022,Jakarta,6.2,106.816666,cust - 2807,Male,Subscriber,E-Wallet,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,16,1288000,168000
4/26/2022,April,2022,Jakarta,6.2,106.816666,cust - 2167,Female,Subscriber,E-Wallet,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,8,644000,84000
9/3/2022,September,2022,Jakarta,6.2,106.816666,cust - 2812,Male,Subscriber,E-Wallet,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,12,966000,126000
11/27/2022,November,2022,Jakarta,6.2,106.816666,cust - 0586,Male,Normal,E-Wallet,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,12,966000,126000
2/15/2022,February,2022,Jakarta,6.2,106.816666,cust - 0839,Male,Subscriber,M-Banking,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,12,966000,126000
3/15/2022,March,2022,Jakarta,6.2,106.816666,cust - 2445,Male,Normal,M-Banking,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,13,1046500,136500
7/21/2022,July,2022,Jakarta,6.2,106.816666,cust - 2416,Female,Subscriber,M-Banking,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,9,724500,94500
7/27/2022,July,2022,Jakarta,6.2,106.816666,cust - 0293,Male,Subscriber,M-Banking,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,8,644000,84000
8/23/2022,August,2022,Jakarta,6.2,106.816666,cust - 0393,Male,Subscriber,M-Banking,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,10,805000,105000
8/28/2022,August,2022,Jakarta,6.2,106.816666,cust - 0012,Male,Normal,M-Banking,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,8,644000,84000
9/30/2022,September,2022,Jakarta,6.2,106.816666,cust - 2322,Female,Subscriber,M-Banking,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,9,724500,94500
12/11/2022,December,2022,Jakarta,6.2,106.816666,cust - 2243,Female,Subscriber,M-Banking,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,14,1127000,147000
3/3/2023,March,2023,Jakarta,6.2,106.816666,cust - 1309,Female,Subscriber,M-Banking,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,16,1288000,168000
5/13/2023,May,2023,Jakarta,6.2,106.816666,cust - 2246,Female,Normal,M-Banking,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,9,724500,94500
5/14/2023,May,2023,Jakarta,6.2,106.816666,cust - 1042,Male,Normal,M-Banking,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,12,966000,126000
6/18/2023,June,2023,Jakarta,6.2,106.816666,cust - 0461,Male,Normal,M-Banking,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,12,966000,126000
9/11/2022,September,2022,Jakarta,6.2,106.816666,cust - 2668,Female,Subscriber,Cash,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,11,885500,115500
8/9/2022,August,2022,Jakarta,6.2,106.816666,cust - 1116,Female,Subscriber,Cash,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,14,1127000,147000
5/13/2023,May,2023,Jakarta,6.2,106.816666,cust - 2755,Female,Subscriber,Cash,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,12,966000,126000
10/29/2022,October,2022,Jakarta,6.2,106.816666,cust - 1320,Female,Normal,Cash,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,14,1127000,147000
11/6/2022,November,2022,Jakarta,6.2,106.816666,cust - 1245,Male,Normal,Credit Card,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,17,1368500,178500
1/9/2022,January,2022,Jakarta,6.2,106.816666,cust - 1010,Male,Subscriber,E-Wallet,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,10,805000,105000
2/20/2022,February,2022,Jakarta,6.2,106.816666,cust - 0003,Male,Subscriber,E-Wallet,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,9,724500,94500
3/14/2022,March,2022,Jakarta,6.2,106.816666,cust - 2330,Female,Normal,E-Wallet,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,16,1288000,168000
9/23/2022,September,2022,Jakarta,6.2,106.816666,cust - 1463,Male,Normal,E-Wallet,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,10,805000,105000
9/28/2022,September,2022,Jakarta,6.2,106.816666,cust - 2461,Female,Subscriber,E-Wallet,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,12,966000,126000
4/5/2022,April,2022,Jakarta,6.2,106.816666,cust - 0278,Male,Subscriber,M-Banking,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,13,1046500,136500
8/25/2022,August,2022,Jakarta,6.2,106.816666,cust - 0978,Male,Normal,Cash,HDD 1 TB,Memory Hardware,630000,724500,94500,17,12316500,1606500
2/22/2023,February,2023,Jakarta,6.2,106.816666,cust - 2769,Female,Subscriber,Cash,HDD 500 GB,Memory Hardware,448000,515200,67200,10,5152000,672000
8/18/2022,August,2022,Jakarta,6.2,106.816666,cust - 1127,Male,Normal,Cash,HDD 1 TB,Memory Hardware,630000,724500,94500,13,9418500,1228500
3/12/2022,March,2022,Jakarta,6.2,106.816666,cust - 1112,Male,Subscriber,Credit Card,HDD 500 GB,Memory Hardware,448000,515200,67200,9,4636800,604800
4/26/2023,April,2023,Jakarta,6.2,106.816666,cust - 1437,Male,Normal,Credit Card,HDD 500 GB,Memory Hardware,448000,515200,67200,13,6697600,873600
8/3/2023,August,2023,Jakarta,6.2,106.816666,cust - 2364,Female,Subscriber,Credit Card,HDD 500 GB,Memory Hardware,448000,515200,67200,17,8758400,1142400
8/7/2023,August,2023,Jakarta,6.2,106.816666,cust - 1273,Male,Subscriber,Credit Card,HDD 500 GB,Memory Hardware,448000,515200,67200,13,6697600,873600
1/23/2022,January,2022,Jakarta,6.2,106.816666,cust - 0846,Male,Normal,E-Wallet,HDD 1 TB,Memory Hardware,630000,724500,94500,11,7969500,1039500
3/13/2022,March,2022,Jakarta,6.2,106.816666,cust - 2480,Male,Subscriber,E-Wallet,HDD 500 GB,Memory Hardware,448000,515200,67200,10,5152000,672000
3/23/2022,March,2022,Jakarta,6.2,106.816666,cust - 0597,Male,Normal,E-Wallet,HDD 1 TB,Memory Hardware,630000,724500,94500,12,8694000,1134000
3/24/2022,March,2022,Jakarta,6.2,106.816666,cust - 1422,Female,Subscriber,E-Wallet,HDD 500 GB,Memory Hardware,448000,515200,67200,15,7728000,1008000
7/11/2022,July,2022,Jakarta,6.2,106.816666,cust - 1346,Male,Normal,E-Wallet,HDD 1 TB,Memory Hardware,630000,724500,94500,8,5796000,756000
7/12/2022,July,2022,Jakarta,6.2,106.816666,cust - 0838,Male,Normal,E-Wallet,HDD 1 TB,Memory Hardware,630000,724500,94500,10,7245000,945000
7/14/2022,July,2022,Jakarta,6.2,106.816666,cust - 0317,Male,Subscriber,E-Wallet,HDD 500 GB,Memory Hardware,448000,515200,67200,15,7728000,1008000
8/27/2022,August,2022,Jakarta,6.2,106.816666,cust - 2990,Male,Subscriber,E-Wallet,HDD 1 TB,Memory Hardware,630000,724500,94500,10,7245000,945000
9/28/2022,September,2022,Jakarta,6.2,106.816666,cust - 0633,Male,Subscriber,E-Wallet,HDD 1 TB,Memory Hardware,630000,724500,94500,12,8694000,1134000
10/11/2022,October,2022,Jakarta,6.2,106.816666,cust - 0471,Male,Normal,E-Wallet,HDD 500 GB,Memory Hardware,448000,515200,67200,8,4121600,537600
1/11/2023,January,2023,Jakarta,6.2,106.816666,cust - 2133,Female,Normal,E-Wallet,HDD 1 TB,Memory Hardware,630000,724500,94500,13,9418500,1228500
6/28/2022,June,2022,Jakarta,6.2,106.816666,cust - 1035,Female,Subscriber,M-Banking,HDD 500 GB,Memory Hardware,448000,515200,67200,15,7728000,1008000
1/4/2022,January,2022,Jakarta,6.2,106.816666,cust - 2808,Female,Subscriber,M-Banking,HDD 1 TB,Memory Hardware,630000,724500,94500,9,6520500,850500
1/18/2022,January,2022,Jakarta,6.2,106.816666,cust - 0077,Male,Normal,M-Banking,HDD 500 GB,Memory Hardware,448000,515200,67200,8,4121600,537600
5/7/2022,May,2022,Jakarta,6.2,106.816666,cust - 1395,Female,Subscriber,M-Banking,HDD 1 TB,Memory Hardware,630000,724500,94500,14,10143000,1323000
5/27/2022,May,2022,Jakarta,6.2,106.816666,cust - 1828,Female,Subscriber,M-Banking,HDD 1 TB,Memory Hardware,630000,724500,94500,13,9418500,1228500
6/20/2022,June,2022,Jakarta,6.2,106.816666,cust - 1805,Male,Normal,M-Banking,HDD 1 TB,Memory Hardware,630000,724500,94500,9,6520500,850500
7/24/2022,July,2022,Jakarta,6.2,106.816666,cust - 1647,Male,Subscriber,M-Banking,HDD 500 GB,Memory Hardware,448000,515200,67200,15,7728000,1008000
9/5/2022,September,2022,Jakarta,6.2,106.816666,cust - 0143,Male,Normal,M-Banking,HDD 1 TB,Memory Hardware,630000,724500,94500,12,8694000,1134000
9/14/2022,September,2022,Jakarta,6.2,106.816666,cust - 1117,Male,Subscriber,M-Banking,HDD 1 TB,Memory Hardware,630000,724500,94500,15,10867500,1417500
10/29/2022,October,2022,Jakarta,6.2,106.816666,cust - 0372,Male,Normal,M-Banking,HDD 500 GB,Memory Hardware,448000,515200,67200,17,8758400,1142400
10/31/2022,October,2022,Jakarta,6.2,106.816666,cust - 0706,Male,Subscriber,M-Banking,HDD 1 TB,Memory Hardware,630000,724500,94500,12,8694000,1134000
12/3/2022,December,2022,Jakarta,6.2,106.816666,cust - 0780,Female,Subscriber,M-Banking,HDD 1 TB,Memory Hardware,630000,724500,94500,8,5796000,756000
3/2/2023,March,2023,Jakarta,6.2,106.816666,cust - 0825,Female,Subscriber,M-Banking,HDD 1 TB,Memory Hardware,630000,724500,94500,12,8694000,1134000
3/9/2023,March,2023,Jakarta,6.2,106.816666,cust - 1803,Female,Subscriber,M-Banking,HDD 1 TB,Memory Hardware,630000,724500,94500,14,10143000,1323000
4/13/2022,April,2022,Jakarta,6.2,106.816666,cust - 2973,Female,Normal,Cash,HDD 500 GB,Memory Hardware,448000,515200,67200,13,6697600,873600
9/11/2022,September,2022,Jakarta,6.2,106.816666,cust - 2078,Female,Normal,Cash,HDD 500 GB,Memory Hardware,448000,515200,67200,18,9273600,1209600
5/5/2023,May,2023,Jakarta,6.2,106.816666,cust - 1825,Female,Normal,Credit Card,HDD 2 TB,Memory Hardware,910000,1046500,136500,16,16744000,2184000
2/27/2022,February,2022,Jakarta,6.2,106.816666,cust - 1863,Male,Subscriber,E-Wallet,HDD 2 TB,Memory Hardware,910000,1046500,136500,13,13604500,1774500
6/22/2022,June,2022,Jakarta,6.2,106.816666,cust - 1686,Female,Normal,E-Wallet,HDD 2 TB,Memory Hardware,910000,1046500,136500,16,16744000,2184000
9/28/2022,September,2022,Jakarta,6.2,106.816666,cust - 1540,Male,Normal,E-Wallet,HDD 2 TB,Memory Hardware,910000,1046500,136500,12,12558000,1638000
11/14/2022,November,2022,Jakarta,6.2,106.816666,cust - 0593,Male,Subscriber,E-Wallet,HDD 2 TB,Memory Hardware,910000,1046500,136500,9,9418500,1228500
12/8/2022,December,2022,Jakarta,6.2,106.816666,cust - 1877,Female,Normal,E-Wallet,HDD 2 TB,Memory Hardware,910000,1046500,136500,11,11511500,1501500
6/29/2023,June,2023,Jakarta,6.2,106.816666,cust - 1384,Female,Subscriber,E-Wallet,HDD 2 TB,Memory Hardware,910000,1046500,136500,13,13604500,1774500
7/5/2023,July,2023,Jakarta,6.2,106.816666,cust - 2503,Female,Subscriber,E-Wallet,HDD 2 TB,Memory Hardware,910000,1046500,136500,11,11511500,1501500
12/14/2022,December,2022,Jakarta,6.2,106.816666,cust - 2723,Male,Subscriber,M-Banking,HDD 2 TB,Memory Hardware,910000,1046500,136500,8,8372000,1092000
2/18/2022,February,2022,Jakarta,6.2,106.816666,cust - 0957,Male,Subscriber,M-Banking,HDD 2 TB,Memory Hardware,910000,1046500,136500,10,10465000,1365000
4/13/2022,April,2022,Jakarta,6.2,106.816666,cust - 1575,Male,Normal,M-Banking,HDD 2 TB,Memory Hardware,910000,1046500,136500,11,11511500,1501500
5/5/2022,May,2022,Jakarta,6.2,106.816666,cust - 0387,Male,Subscriber,M-Banking,HDD 2 TB,Memory Hardware,910000,1046500,136500,11,11511500,1501500
5/29/2022,May,2022,Jakarta,6.2,106.816666,cust - 0351,Male,Subscriber,Cash,HDD 4 TB,Memory Hardware,1512000,1738800,226800,12,20865600,2721600
6/9/2022,June,2022,Jakarta,6.2,106.816666,cust - 1308,Male,Normal,Cash,HDD 4 TB,Memory Hardware,1512000,1738800,226800,17,29559600,3855600
9/18/2022,September,2022,Jakarta,6.2,106.816666,cust - 0807,Female,Normal,Cash,HDD 4 TB,Memory Hardware,1512000,1738800,226800,17,29559600,3855600
11/2/2022,November,2022,Jakarta,6.2,106.816666,cust - 0500,Male,Normal,Cash,HDD 4 TB,Memory Hardware,1512000,1738800,226800,9,15649200,2041200
2/22/2023,February,2023,Jakarta,6.2,106.816666,cust - 2432,Female,Subscriber,Cash,HDD 4 TB,Memory Hardware,1512000,1738800,226800,9,15649200,2041200
10/14/2022,October,2022,Jakarta,6.2,106.816666,cust - 0659,Male,Normal,Credit Card,HDD 4 TB,Memory Hardware,1512000,1738800,226800,11,19126800,2494800
1/11/2022,January,2022,Jakarta,6.2,106.816666,cust - 2399,Female,Subscriber,E-Wallet,HDD 4 TB,Memory Hardware,1512000,1738800,226800,16,27820800,3628800
4/2/2022,April,2022,Jakarta,6.2,106.816666,cust - 2274,Male,Subscriber,E-Wallet,HDD 4 TB,Memory Hardware,1512000,1738800,226800,15,26082000,3402000
7/3/2022,July,2022,Jakarta,6.2,106.816666,cust - 2383,Female,Normal,E-Wallet,HDD 4 TB,Memory Hardware,1512000,1738800,226800,13,22604400,2948400
7/10/2022,July,2022,Jakarta,6.2,106.816666,cust - 1117,Male,Subscriber,E-Wallet,HDD 4 TB,Memory Hardware,1512000,1738800,226800,14,24343200,3175200
9/27/2022,September,2022,Jakarta,6.2,106.816666,cust - 0114,Male,Normal,E-Wallet,HDD 4 TB,Memory Hardware,1512000,1738800,226800,15,26082000,3402000
12/7/2022,December,2022,Jakarta,6.2,106.816666,cust - 2198,Male,Normal,E-Wallet,HDD 4 TB,Memory Hardware,1512000,1738800,226800,15,26082000,3402000
3/3/2023,March,2023,Jakarta,6.2,106.816666,cust - 2942,Male,Normal,E-Wallet,HDD 4 TB,Memory Hardware,1512000,1738800,226800,12,20865600,2721600
5/23/2022,May,2022,Jakarta,6.2,106.816666,cust - 1757,Female,Subscriber,M-Banking,HDD 4 TB,Memory Hardware,1512000,1738800,226800,17,29559600,3855600
8/27/2022,August,2022,Jakarta,6.2,106.816666,cust - 1415,Female,Subscriber,M-Banking,HDD 4 TB,Memory Hardware,1512000,1738800,226800,15,26082000,3402000
10/9/2022,October,2022,Jakarta,6.2,106.816666,cust - 2492,Male,Normal,M-Banking,HDD 4 TB,Memory Hardware,1512000,1738800,226800,15,26082000,3402000
4/15/2023,April,2023,Jakarta,6.2,106.816666,cust - 1190,Female,Normal,M-Banking,HDD 4 TB,Memory Hardware,1512000,1738800,226800,13,22604400,2948400
5/20/2022,May,2022,Jakarta,6.2,106.816666,cust - 2767,Female,Subscriber,Credit Card,HDD 500 GB,Memory Hardware,448000,515200,67200,13,6697600,873600
10/11/2022,October,2022,Jakarta,6.2,106.816666,cust - 0031,Male,Normal,Credit Card,HDD 500 GB,Memory Hardware,448000,515200,67200,11,5667200,739200
5/22/2023,May,2023,Jakarta,6.2,106.816666,cust - 2868,Female,Subscriber,Credit Card,HDD 500 GB,Memory Hardware,448000,515200,67200,14,7212800,940800
6/16/2022,June,2022,Jakarta,6.2,106.816666,cust - 0515,Male,Normal,E-Wallet,HDD 500 GB,Memory Hardware,448000,515200,67200,11,5667200,739200
11/6/2022,November,2022,Jakarta,6.2,106.816666,cust - 2136,Male,Normal,E-Wallet,HDD 500 GB,Memory Hardware,448000,515200,67200,14,7212800,940800
11/28/2022,November,2022,Jakarta,6.2,106.816666,cust - 2414,Female,Subscriber,E-Wallet,HDD 500 GB,Memory Hardware,448000,515200,67200,8,4121600,537600
12/22/2022,December,2022,Jakarta,6.2,106.816666,cust - 1303,Female,Normal,E-Wallet,HDD 500 GB,Memory Hardware,448000,515200,67200,9,4636800,604800
5/22/2023,May,2023,Jakarta,6.2,106.816666,cust - 2492,Male,Normal,E-Wallet,HDD 500 GB,Memory Hardware,448000,515200,67200,9,4636800,604800
6/11/2023,June,2023,Jakarta,6.2,106.816666,cust - 2209,Female,Subscriber,E-Wallet,HDD 500 GB,Memory Hardware,448000,515200,67200,16,8243200,1075200
2/16/2022,February,2022,Jakarta,6.2,106.816666,cust - 1320,Female,Normal,M-Banking,HDD 500 GB,Memory Hardware,448000,515200,67200,9,4636800,604800
7/8/2022,July,2022,Jakarta,6.2,106.816666,cust - 1822,Female,Normal,M-Banking,HDD 500 GB,Memory Hardware,448000,515200,67200,17,8758400,1142400
1/11/2023,January,2023,Jakarta,6.2,106.816666,cust - 2020,Female,Normal,M-Banking,HDD 500 GB,Memory Hardware,448000,515200,67200,14,7212800,940800
2/22/2022,February,2022,Jakarta,6.2,106.816666,cust - 0128,Male,Normal,Cash,HDD 500 GB,Memory Hardware,448000,515200,67200,13,6697600,873600
4/13/2022,April,2022,Jakarta,6.2,106.816666,cust - 2680,Male,Normal,Cash,HDD 500 GB,Memory Hardware,448000,515200,67200,12,6182400,806400
6/6/2022,June,2022,Jakarta,6.2,106.816666,cust - 2224,Female,Subscriber,Cash,HDD 500 GB,Memory Hardware,448000,515200,67200,18,9273600,1209600
7/9/2022,July,2022,Jakarta,6.2,106.816666,cust - 1297,Male,Subscriber,Cash,HDD 500 GB,Memory Hardware,448000,515200,67200,11,5667200,739200
10/8/2022,October,2022,Jakarta,6.2,106.816666,cust - 0351,Male,Subscriber,Cash,Headphone,I-O Hardware,218000,250700,32700,13,3259100,425100
1/25/2023,January,2023,Jakarta,6.2,106.816666,cust - 0863,Male,Normal,Cash,Headphone,I-O Hardware,218000,250700,32700,15,3760500,490500
3/13/2023,March,2023,Jakarta,6.2,106.816666,cust - 0271,Male,Subscriber,Cash,Headphone,I-O Hardware,218000,250700,32700,15,3760500,490500
7/22/2023,July,2023,Jakarta,6.2,106.816666,cust - 1496,Male,Normal,Cash,Headphone,I-O Hardware,218000,250700,32700,15,3760500,490500
7/23/2022,July,2022,Jakarta,6.2,106.816666,cust - 2790,Female,Normal,Credit Card,Headphone,I-O Hardware,218000,250700,32700,17,4261900,555900
11/6/2022,November,2022,Jakarta,6.2,106.816666,cust - 0362,Female,Normal,Credit Card,Headphone,I-O Hardware,218000,250700,32700,8,2005600,261600
1/7/2023,January,2023,Jakarta,6.2,106.816666,cust - 0201,Male,Normal,E-Wallet,Headphone,I-O Hardware,218000,250700,32700,8,2005600,261600
2/3/2022,February,2022,Jakarta,6.2,106.816666,cust - 0357,Male,Subscriber,E-Wallet,Headphone,I-O Hardware,218000,250700,32700,14,3509800,457800
3/17/2022,March,2022,Jakarta,6.2,106.816666,cust - 0833,Female,Subscriber,E-Wallet,Headphone,I-O Hardware,218000,250700,32700,17,4261900,555900
4/5/2022,April,2022,Jakarta,6.2,106.816666,cust - 1768,Female,Subscriber,E-Wallet,Headphone,I-O Hardware,218000,250700,32700,13,3259100,425100
5/22/2022,May,2022,Jakarta,6.2,106.816666,cust - 2137,Male,Subscriber,E-Wallet,Headphone,I-O Hardware,218000,250700,32700,16,4011200,523200
7/5/2022,July,2022,Jakarta,6.2,106.816666,cust - 2776,Male,Normal,E-Wallet,Headphone,I-O Hardware,218000,250700,32700,11,2757700,359700
12/1/2022,December,2022,Jakarta,6.2,106.816666,cust - 1431,Female,Normal,E-Wallet,Headphone,I-O Hardware,218000,250700,32700,11,2757700,359700
6/11/2022,June,2022,Jakarta,6.2,106.816666,cust - 1305,Female,Normal,M-Banking,Headphone,I-O Hardware,218000,250700,32700,8,2005600,261600
9/3/2022,September,2022,Jakarta,6.2,106.816666,cust - 3001,Female,Normal,M-Banking,Headphone,I-O Hardware,218000,250700,32700,10,2507000,327000
11/24/2022,November,2022,Jakarta,6.2,106.816666,cust - 1147,Female,Subscriber,M-Banking,Headphone,I-O Hardware,218000,250700,32700,11,2757700,359700
4/15/2023,April,2023,Jakarta,6.2,106.816666,cust - 2876,Female,Normal,M-Banking,Headphone,I-O Hardware,218000,250700,32700,14,3509800,457800
3/15/2022,March,2022,Jakarta,6.2,106.816666,cust - 0509,Male,Subscriber,Cash,Headphone,I-O Hardware,218000,250700,32700,9,2256300,294300
4/1/2022,April,2022,Jakarta,6.2,106.816666,cust - 1934,Female,Subscriber,Cash,Headphone,I-O Hardware,218000,250700,32700,16,4011200,523200
8/17/2022,August,2022,Jakarta,6.2,106.816666,cust - 2059,Male,Subscriber,Cash,Headphone,I-O Hardware,218000,250700,32700,10,2507000,327000
11/13/2022,November,2022,Jakarta,6.2,106.816666,cust - 0435,Male,Subscriber,Cash,Headphone,I-O Hardware,218000,250700,32700,16,4011200,523200
12/25/2022,December,2022,Jakarta,6.2,106.816666,cust - 1183,Male,Normal,Cash,Headphone,I-O Hardware,218000,250700,32700,16,4011200,523200
12/31/2022,December,2022,Jakarta,6.2,106.816666,cust - 2932,Female,Normal,Cash,Headphone,I-O Hardware,218000,250700,32700,12,3008400,392400
4/30/2023,April,2023,Jakarta,6.2,106.816666,cust - 2279,Female,Subscriber,Cash,Headphone,I-O Hardware,218000,250700,32700,10,2507000,327000
5/25/2023,May,2023,Jakarta,6.2,106.816666,cust - 2162,Female,Subscriber,Cash,Headphone,I-O Hardware,218000,250700,32700,10,2507000,327000
10/16/2022,October,2022,Jakarta,6.2,106.816666,cust - 1202,Male,Normal,Credit Card,Headphone,I-O Hardware,218000,250700,32700,14,3509800,457800
10/29/2022,October,2022,Jakarta,6.2,106.816666,cust - 2158,Male,Normal,Credit Card,Headphone,I-O Hardware,218000,250700,32700,10,2507000,327000
1/8/2023,January,2023,Jakarta,6.2,106.816666,cust - 2895,Male,Subscriber,Credit Card,Headphone,I-O Hardware,218000,250700,32700,15,3760500,490500
1/22/2023,January,2023,Jakarta,6.2,106.816666,cust - 1917,Female,Subscriber,Credit Card,Headphone,I-O Hardware,218000,250700,32700,11,2757700,359700
3/8/2023,March,2023,Jakarta,6.2,106.816666,cust - 0218,Male,Subscriber,Credit Card,Headphone,I-O Hardware,218000,250700,32700,8,2005600,261600
9/12/2022,September,2022,Jakarta,6.2,106.816666,cust - 2405,Male,Normal,E-Wallet,Headphone,I-O Hardware,218000,250700,32700,11,2757700,359700
4/7/2022,April,2022,Jakarta,6.2,106.816666,cust - 1467,Male,Normal,E-Wallet,Headphone,I-O Hardware,218000,250700,32700,12,3008400,392400
5/9/2022,May,2022,Jakarta,6.2,106.816666,cust - 2861,Female,Normal,E-Wallet,Headphone,I-O Hardware,218000,250700,32700,8,2005600,261600
5/20/2022,May,2022,Jakarta,6.2,106.816666,cust - 2189,Female,Normal,E-Wallet,Headphone,I-O Hardware,218000,250700,32700,12,3008400,392400
7/17/2022,July,2022,Jakarta,6.2,106.816666,cust - 2218,Male,Normal,E-Wallet,Headphone,I-O Hardware,218000,250700,32700,14,3509800,457800
